Gene ID	Associated Gene Name	Chromosome/scaffold name	Gene Start (bp)	Gene End (bp)	Strand
ENSMUSG00000108304	Gm4607	7	25601326	25601902	1
ENSMUSG00000067616	Klk11	7	43774604	43779263	1
ENSMUSG00000017692	Rhbdl3	11	80300912	80355955	1
ENSMUSG00000072946	Ptgr2	12	84285232	84315832	1
ENSMUSG00000108508	Gm44978	7	98465130	98465446	-1
ENSMUSG00000033722	BC034090	1	155212471	155244444	-1
ENSMUSG00000074003	Gucy2d	7	98440416	98477479	1
ENSMUSG00000074261	Erich4	7	25614620	25615892	-1
ENSMUSG00000026587	Astn1	1	158362273	158691781	1
ENSMUSG00000037610	Kcnmb2	3	31902507	32200180	1
ENSMUSG00000038084	Opa1	16	29579334	29654884	1
ENSMUSG00000090693	Trim43a	9	88580891	88588819	1
ENSMUSG00000062098	Btbd3	2	138256565	138589292	1
ENSMUSG00000080824	Gm9001	6	75782358	75782756	-1
ENSMUSG00000101337	Dnah7c	1	46425592	46807476	1
ENSMUSG00000083994	Gm16465	X	91887301	91889565	-1
ENSMUSG00000109941	Exosc6	8	111056339	111057664	1
ENSMUSG00000109997	9430099M06Rik	8	102706049	102706790	-1
ENSMUSG00000092326	Vmn1r-ps55	7	11853957	11854348	1
ENSMUSG00000031960	Aars	8	111033144	111057664	1
ENSMUSG00000053253	Ndfip2	14	105258573	105309298	1
ENSMUSG00000031673	Cdh11	8	102632095	102785642	-1
ENSMUSG00000020719	Ddx5	11	106780355	106789185	-1
ENSMUSG00000107880	Gm44113	6	75968046	75974983	-1
ENSMUSG00000029771	Irf5	6	29526625	29541871	1
ENSMUSG00000108764	Gm2926	7	98455260	98455498	1
ENSMUSG00000110685	RP24-238M4.4	8	71824641	71857281	-1
ENSMUSG00000101052	Gm28471	Y	84591832	84592446	-1
ENSMUSG00000106155	Gm43495	5	137870754	137871209	1
ENSMUSG00000022828	Gtf2e1	16	37509790	37539789	-1
ENSMUSG00000098166	Gm26978	8	33884774	33885747	-1
ENSMUSG00000103670	Gm37622	1	155231304	155233159	1
ENSMUSG00000100881	Gm21824	Y	84628700	84629395	-1
ENSMUSG00000109762	Gm34779	7	11866593	11866855	1
ENSMUSG00000000125	Wnt3	11	103774150	103817957	1
ENSMUSG00000035314	Gdpd5	7	99381414	99461877	1
ENSMUSG00000105391	Gm43401	3	94392971	94402848	-1
ENSMUSG00000103539	Gm37834	3	31954764	31957798	1
ENSMUSG00000044505	Lingo4	3	94398517	94404501	1
ENSMUSG00000097166	9330179D12Rik	6	127149389	127212411	1
ENSMUSG00000022657	Cd96	16	46035657	46120251	-1
ENSMUSG00000106755	Tpi-rs11	6	127183409	127183718	-1
ENSMUSG00000107378	Gm18995	6	127167575	127168094	1
ENSMUSG00000043485	Krt34	11	100037347	100041554	-1
ENSMUSG00000000184	Ccnd2	6	127125162	127152193	-1
ENSMUSG00000110084	Gm45257	8	102654191	102658188	-1
ENSMUSG00000029390	Tmed2	5	124540695	124550506	1
ENSMUSG00000110269	Gm45258	8	102780190	102781042	-1
ENSMUSG00000078752	Scgb1b30	7	34095431	34100837	1
ENSMUSG00000005615	Pcyt1a	16	32430921	32475070	1
ENSMUSG00000006699	Cdc42	4	137319696	137357720	-1
ENSMUSG00000044430	Klk12	7	43768897	43773585	1
ENSMUSG00000107836	Gm5315	6	105063257	105065153	-1
ENSMUSG00000100764	Gm29155	1	43741961	43743895	-1
ENSMUSG00000081657	Gm15466	3	8882238	8882570	-1
ENSMUSG00000100560	Gm21180	Y	77074033	77074728	-1
ENSMUSG00000040269	Mrps28	3	8802146	8923918	-1
ENSMUSG00000059939	9430015G10Rik	4	156109982	156127265	1
ENSMUSG00000028689	Ccdc163	4	116708509	116751206	1
ENSMUSG00000027716	Trpc3	3	36620482	36690167	-1
ENSMUSG00000081063	Gm11825	4	13606034	13606769	1
ENSMUSG00000102973	E430014B02Rik	17	51745529	51748684	-1
ENSMUSG00000026051	1500015O10Rik	1	43730602	43742578	1
ENSMUSG00000086260	Gm16259	14	105292432	105292984	-1
ENSMUSG00000102744	5830444F18Rik	17	51791470	51793461	-1
ENSMUSG00000103216	Gm37248	17	51796017	51799190	-1
ENSMUSG00000103779	Gm36931	17	51766643	51771443	-1
ENSMUSG00000036769	Wdr44	X	23693051	23806025	1
ENSMUSG00000103753	Gm6934	17	51832819	51834723	1
ENSMUSG00000063488	Zkscan7	9	122885685	122898618	1
ENSMUSG00000081594	Gm15467	3	8881199	8881643	1
ENSMUSG00000021892	Sh3bp5	14	31359880	31436078	-1
ENSMUSG00000102212	C230085N15Rik	17	51757295	51761621	-1
ENSMUSG00000051879	Krt71	15	101733950	101743109	-1
ENSMUSG00000107379	Gm43126	6	127122966	127126155	1
ENSMUSG00000100635	Gm29157	1	43742915	43743526	1
ENSMUSG00000022208	Jph4	14	55106830	55116935	-1
ENSMUSG00000035455	Fignl1	11	11787431	11808962	-1
ENSMUSG00000023927	Satb1	17	51736187	51833290	-1
ENSMUSG00000061462	Obscn	11	58994256	59136402	-1
ENSMUSG00000111063	RP23-438P19.11	9	122903246	122914154	1
ENSMUSG00000037957	Wdr20	12	110737944	110804238	1
ENSMUSG00000087166	L1td1	4	98726734	98738480	1
ENSMUSG00000097322	A530083I20Rik	9	122885080	122903531	-1
ENSMUSG00000029513	Prkab1	5	116013586	116024508	-1
ENSMUSG00000080890	Gm16458	X	78059390	78066587	1
ENSMUSG00000036875	Dna2	10	62947026	62974185	1
ENSMUSG00000009907	Vps4b	1	106764071	106796728	-1
ENSMUSG00000106904	Gm43029	6	29546604	29548138	-1
ENSMUSG00000085911	Gm14061	2	138589392	138649122	1
ENSMUSG00000015243	Abca1	4	53030787	53159895	-1
ENSMUSG00000083653	Gm11384	13	33105536	33108483	-1
ENSMUSG00000020692	Nle1	11	82900768	82908411	-1
ENSMUSG00000085398	4931406G06Rik	16	91044656	91056677	1
ENSMUSG00000100736	Gm5147	1	55120080	55120873	-1
ENSMUSG00000081009	Gm14065	2	138872023	138872607	1
ENSMUSG00000026114	Cnga3	1	37214434	37263384	1
ENSMUSG00000039851	4932438H23Rik	16	91053935	91095122	-1
ENSMUSG00000102680	Gm37222	Y	4666848	4669808	1
ENSMUSG00000082526	Gm14067	2	138916619	138916932	-1
ENSMUSG00000051228	Nyx	X	13466110	13489313	1
ENSMUSG00000082727	Gm13260	2	11607433	11608696	-1
ENSMUSG00000083399	Gm15033	X	49944635	49945307	1
ENSMUSG00000082285	Gm14069	2	139175897	139176125	-1
ENSMUSG00000101478	Gm20859	Y	77148730	77149422	-1
ENSMUSG00000085735	Mettl5os	2	69885728	69888155	1
ENSMUSG00000101283	Gm29314	Y	77178372	77178986	-1
ENSMUSG00000085719	4933424L21Rik	11	57623698	57649494	-1
ENSMUSG00000082893	Gm11383	13	33120516	33121322	-1
ENSMUSG00000074656	Eif2s2	2	154871410	154892935	-1
ENSMUSG00000081597	Gm14506	X	13490498	13491033	-1
ENSMUSG00000032064	Dixdc1	9	50662752	50739517	-1
ENSMUSG00000044934	Zfp367	13	64133022	64153202	-1
ENSMUSG00000020520	Galnt10	11	57645442	57787514	1
ENSMUSG00000084025	Gm6276	17	75165207	75165785	1
ENSMUSG00000071984	Fndc1	17	7738569	7827302	-1
ENSMUSG00000026937	Lcn5	2	25657952	25661977	1
ENSMUSG00000074365	Crxos	7	15882617	15904020	1
ENSMUSG00000107685	Gm5995	6	76121627	76122899	1
ENSMUSG00000104101	Gm37881	2	11683126	11683546	1
ENSMUSG00000036214	Znrd1as	17	36958592	36965625	1
ENSMUSG00000100988	Gm28136	Y	66158903	66169041	1
ENSMUSG00000026770	Il2ra	2	11642807	11693193	1
ENSMUSG00000021364	Elovl2	13	41182495	41220405	-1
ENSMUSG00000078123	Gm5071	X	91931946	91932980	-1
ENSMUSG00000028688	Toe1	4	116794310	116807640	-1
ENSMUSG00000085071	Gm14066	2	139256876	139677714	-1
ENSMUSG00000057246	BC051142	17	34398820	34460734	1
ENSMUSG00000039092	Sptlc3	2	139493913	139637674	1
ENSMUSG00000105649	Gm43494	5	137875235	137875622	-1
ENSMUSG00000026615	Eprs	1	185363044	185428360	1
ENSMUSG00000043308	Vmn1r75	7	11880343	11881260	1
ENSMUSG00000038801	Scgb1c1	7	140845547	140846769	1
ENSMUSG00000106435	Gm3103	5	137888071	137888822	1
ENSMUSG00000025531	Chm	X	113040593	113185517	-1
ENSMUSG00000110054	Gm18851	7	11890770	11900556	-1
ENSMUSG00000028878	Fam76a	4	132899213	132922558	-1
ENSMUSG00000110099	Gm45344	7	101338127	101338467	1
ENSMUSG00000107770	Gm44126	6	76284416	76284929	1
ENSMUSG00000092364	Gm20476	7	101317724	101326231	-1
ENSMUSG00000028351	Brinp1	4	68761514	68954397	-1
ENSMUSG00000105662	Gm6639	3	35597152	35666163	-1
ENSMUSG00000079988	Gm11970	11	6446218	6446537	1
ENSMUSG00000102903	Trbv11	6	41107044	41107303	1
ENSMUSG00000025485	Ric8a	7	140856957	140864372	1
ENSMUSG00000099684	Gm28356	Y	4768840	4794934	-1
ENSMUSG00000098030	Gm6771	17	41345997	41346997	1
ENSMUSG00000021893	Capn7	14	31336638	31371986	1
ENSMUSG00000054988	Agtr1b	3	20314473	20367177	-1
ENSMUSG00000095574	Trbv12-1	6	41113550	41114067	1
ENSMUSG00000030688	Stard10	7	101317086	101346626	1
ENSMUSG00000100984	Gm28357	Y	4885200	4887558	-1
ENSMUSG00000001655	Hoxc13	15	102921103	102928814	1
ENSMUSG00000020738	Sumo2	11	115523102	115536276	-1
ENSMUSG00000035329	Fbxo33	12	59200655	59219725	-1
ENSMUSG00000083813	Gm15502	5	137896752	137896959	-1
ENSMUSG00000050504	Olfr1323	X	50007167	50019359	-1
ENSMUSG00000110490	RP24-238M4.2	8	71877780	71878563	1
ENSMUSG00000029727	Cyp3a13	5	137892932	137921619	-1
ENSMUSG00000089670	Gm16581	1	55127297	55128287	1
ENSMUSG00000075296	Aldh3b2	19	3972328	3981645	1
ENSMUSG00000089719	Gm15758	8	54708987	54710381	1
ENSMUSG00000084269	Gm14784	X	92002887	92003549	-1
ENSMUSG00000031293	Rs1	X	160768013	160799663	1
ENSMUSG00000103573	Gm18426	3	20391013	20391985	-1
ENSMUSG00000107612	Gm44163	6	76455391	76455865	-1
ENSMUSG00000100907	Gm29310	Y	77215227	77215922	-1
ENSMUSG00000106442	Gm42594	3	20404665	20404910	1
ENSMUSG00000092285	Vmn1r-ps56	7	11911246	11912210	-1
ENSMUSG00000076467	Trbv13-1	6	41116007	41116468	1
ENSMUSG00000067684	Obp1a	X	78085505	78091374	-1
ENSMUSG00000101960	Gm29311	Y	77257246	77260032	1
ENSMUSG00000102636	Gm31466	3	20503098	20506208	-1
ENSMUSG00000028062	Lamtor2	3	88549819	88553074	-1
ENSMUSG00000062162	Mageb1	X	92015191	92016333	-1
ENSMUSG00000103460	Gm18491	3	20782470	20784063	-1
ENSMUSG00000083754	Gm7803	X	50325518	50326532	-1
ENSMUSG00000108255	Gm16499	6	53819974	53822150	1
ENSMUSG00000102069	1700012I11Rik	15	67226769	67377094	1
ENSMUSG00000018844	Fndc8	11	82892124	82900801	1
ENSMUSG00000108175	Gm43938	6	53818743	53868183	1
ENSMUSG00000085376	Gm14508	5	116009316	116016105	1
ENSMUSG00000094525	Trbv12-2	6	41118851	41119364	1
ENSMUSG00000043496	Tril	6	53815468	53820830	-1
ENSMUSG00000107651	Gm44166	6	76496082	76497524	1
ENSMUSG00000021404	Serpinb9c	13	33149275	33159742	-1
ENSMUSG00000028780	Sema3c	5	17574281	17730268	1
ENSMUSG00000072476	Gm9008	6	76495432	76497784	-1
ENSMUSG00000031292	Cdkl5	X	160771923	160994704	-1
ENSMUSG00000084347	Akt2-ps	11	16514533	16515981	1
ENSMUSG00000095179	Gm21638	Y	77318999	77345251	1
ENSMUSG00000104152	Ighv10-4	12	114547258	114547556	-1
ENSMUSG00000103667	Ighv1-8	12	114555610	114555902	-1
ENSMUSG00000022010	Tsc22d1	14	76414961	76507765	1
ENSMUSG00000084885	3010001F23Rik	X	152368573	152416698	1
ENSMUSG00000050328	Hoxc12	15	102936757	102938609	1
ENSMUSG00000045404	Kcnk13	12	99964499	100062682	1
ENSMUSG00000109177	Pafah1b1-ps2	7	7061444	7063452	-1
ENSMUSG00000085528	4930401O10Rik	11	71928471	71940122	-1
ENSMUSG00000076688	Ighv15-2	12	114564578	114565012	-1
ENSMUSG00000086933	4933426K07Rik	11	57655415	57657826	-1
ENSMUSG00000081799	Gm14071	2	139383832	139384340	-1
ENSMUSG00000081186	Gm12578	4	58589764	58590180	1
ENSMUSG00000081176	H3f3a-ps2	16	91114189	91114599	-1
ENSMUSG00000002014	Ssr4	X	73787028	73790830	1
ENSMUSG00000099590	C330022C24Rik	7	140837221	140845689	-1
ENSMUSG00000111710	RP23-438P19.10	9	122918533	122921342	1
ENSMUSG00000083145	Gm12579	4	58611058	58611840	1
ENSMUSG00000105462	Igkv4-77	6	69110904	69111432	-1
ENSMUSG00000027597	Ahcy	2	155059310	155074497	-1
ENSMUSG00000060314	Zfp941	7	140807449	140822178	-1
ENSMUSG00000094694	Ighv1-9	12	114583569	114584002	-1
ENSMUSG00000111267	CH25-502A9.2	9	80451248	80452166	1
ENSMUSG00000030158	Clec12b	6	129375515	129385874	-1
ENSMUSG00000032343	Impg1	9	80313330	80465481	-1
ENSMUSG00000102502	Ighv1-10	12	114597889	114598326	-1
ENSMUSG00000057895	Zfp105	9	122923072	122931028	1
ENSMUSG00000083396	Gm15542	7	140890887	140892080	1
ENSMUSG00000056605	Krt72	15	101776172	101786458	-1
ENSMUSG00000056679	Gpr173	X	152343598	152368704	-1
ENSMUSG00000104609	Igkv13-76	6	69137866	69138332	1
ENSMUSG00000025487	Psmd13	7	140881968	140898643	1
ENSMUSG00000091680	Klhdc7b	15	89386827	89388867	1
ENSMUSG00000082660	Gm14612	X	50373144	50374024	1
ENSMUSG00000082497	Gm40	X	38375287	38376974	1
ENSMUSG00000091923	Gm8267	14	44716838	44724987	-1
ENSMUSG00000030539	Sema4b	7	80186841	80226527	1
ENSMUSG00000081473	Gm4853	X	38396935	38397328	1
ENSMUSG00000051790	Nlgn2	11	69823122	69837784	-1
ENSMUSG00000108237	Gm19757	6	105481266	105492668	-1
ENSMUSG00000093634	Gm10860	14	67427668	67437171	-1
ENSMUSG00000076469	Trbv13-2	6	41121396	41121832	1
ENSMUSG00000027187	Cat	2	103453849	103485160	-1
ENSMUSG00000062204	Olfr1373	11	52144593	52145528	-1
ENSMUSG00000091011	Gm17187	14	44777463	44779762	1
ENSMUSG00000093386	1700120O09Rik	14	67324894	67335928	-1
ENSMUSG00000083693	Gm11971	11	6453151	6453438	1
ENSMUSG00000081703	Gm6285	X	104947785	104948282	1
ENSMUSG00000102327	Trbv12-3	6	41127592	41128076	1
ENSMUSG00000108270	Gm4602	6	105531520	105531827	1
ENSMUSG00000109488	Gm6828	7	7096843	7098028	-1
ENSMUSG00000111163	RP23-438P19.12	9	122935812	122942819	1
ENSMUSG00000084280	Gm11972	11	6455517	6455905	-1
ENSMUSG00000022053	Ebf2	14	67233292	67430918	1
ENSMUSG00000108938	Gm44583	7	7106975	7107910	1
ENSMUSG00000082600	Gm9673	X	105032586	105033366	1
ENSMUSG00000111428	RP23-438P19.13	9	122942530	122942691	1
ENSMUSG00000090365	Gm17070	14	44804701	44805484	-1
ENSMUSG00000083534	H2-M6-ps	17	36969195	36971396	-1
ENSMUSG00000102888	Ighv1-11	12	114612243	114612675	-1
ENSMUSG00000042042	Csgalnact2	6	118107452	118139140	-1
ENSMUSG00000095845	Gm5741	8	85067568	85067982	-1
ENSMUSG00000019647	Sema6a	18	47235598	47368870	-1
ENSMUSG00000108218	Olfr1372-ps1	11	52154722	52168159	-1
ENSMUSG00000074766	Ism1	2	139678178	139758581	1
ENSMUSG00000083355	Gm11581	1	60809116	60809942	1
ENSMUSG00000087254	2310005A03Rik	2	155097789	155100081	-1
ENSMUSG00000109877	Gm45609	2	155074181	155099510	1
ENSMUSG00000024422	Dhx16	17	35879819	35892670	1
ENSMUSG00000028886	Eya3	4	132638987	132724765	1
ENSMUSG00000097101	1810034E14Rik	13	64248700	64268148	1
ENSMUSG00000090709	Gm17173	14	44972268	45006900	-1
ENSMUSG00000005262	Ufd1l	16	18811779	18835261	1
ENSMUSG00000085500	Gm16976	14	44858671	44974944	1
ENSMUSG00000087282	Gm15317	16	96145476	96147584	-1
ENSMUSG00000025878	Uimc1	13	55027880	55100300	-1
ENSMUSG00000006586	Runx1t1	4	13743436	13893649	1
ENSMUSG00000023147	Wrb	16	96145407	96157852	1
ENSMUSG00000037759	Ptger2	14	44988195	45003820	1
ENSMUSG00000032551	1110059G10Rik	9	122945089	122951000	-1
ENSMUSG00000038925	E330034G19Rik	14	24293214	24309966	1
ENSMUSG00000082553	Gm11404	4	69291621	69295121	-1
ENSMUSG00000076470	Trbv13-3	6	41130147	41130585	1
ENSMUSG00000052955	Cpvl	6	53873279	53978671	-1
ENSMUSG00000082998	Gm11221	4	69691978	69692574	1
ENSMUSG00000075042	4930431P03Rik	14	44955217	44961307	-1
ENSMUSG00000085627	Gm11222	4	69853947	69854684	1
ENSMUSG00000048173	Olfr1324	X	50420998	50428498	-1
ENSMUSG00000102986	Gm38323	3	20787937	20788146	1
ENSMUSG00000071489	Ptgdr	14	44851235	44859375	-1
ENSMUSG00000046341	Gm11223	4	69925630	69926079	-1
ENSMUSG00000087410	2310065F04Rik	11	67112461	67120080	-1
ENSMUSG00000102231	1700074A21Rik	1	37299352	37299697	-1
ENSMUSG00000076471	Trbv14	6	41135145	41135616	1
ENSMUSG00000085067	Gm15631	6	105673064	105677581	-1
ENSMUSG00000075318	Scn2a	2	65620771	65767447	1
ENSMUSG00000003379	Cd79a	7	24897381	24902197	1
ENSMUSG00000085037	4933421O10Rik	4	33027142	33031323	-1
ENSMUSG00000099719	Gm28802	1	58850085	58892792	-1
ENSMUSG00000057229	Atp5sl	7	25619414	25625551	1
ENSMUSG00000019822	Smpd2	10	41485642	41490369	-1
ENSMUSG00000111764	RP23-350M23.3	9	7599494	7599640	1
ENSMUSG00000108389	Gm45206	7	80209394	80211678	1
ENSMUSG00000109324	Prmt1	7	44975989	44986568	-1
ENSMUSG00000018770	Atp5g3	2	73908447	73911326	-1
ENSMUSG00000084207	Gm14070	2	139863297	139863724	1
ENSMUSG00000102549	Gm38137	1	60880338	60881738	1
ENSMUSG00000048981	Krt31	11	100046646	100050551	-1
ENSMUSG00000027598	Itch	2	155133509	155226855	1
ENSMUSG00000045896	Paip2b	6	83805401	83831741	-1
ENSMUSG00000039033	Tasp1	2	139833480	140066805	-1
ENSMUSG00000056296	Synpr	14	13284780	13615459	1
ENSMUSG00000038179	Slamf7	1	171632403	171653035	-1
ENSMUSG00000003437	Paf1	7	28392951	28399388	1
ENSMUSG00000027775	Mfsd1	3	67582741	67604237	1
ENSMUSG00000042678	Myo15	11	60469339	60528369	1
ENSMUSG00000108282	Gm44317	6	119570941	119578057	1
ENSMUSG00000055691	Gja6	X	160902116	160907052	-1
ENSMUSG00000093472	4930438E09Rik	14	67332042	67397742	-1
ENSMUSG00000110404	Rnf223	4	156130513	156133420	1
ENSMUSG00000075549	Gm6878	14	67304888	67314711	-1
ENSMUSG00000105787	Gm8099	5	137928275	137929016	1
ENSMUSG00000046095	Krt32	11	100080848	100088226	-1
ENSMUSG00000019828	Grm1	10	10686059	11082356	-1
ENSMUSG00000030172	Erc1	6	119570796	119848167	-1
ENSMUSG00000040563	Plppr2	9	21937033	21948907	1
ENSMUSG00000056966	Gjc3	5	137953461	137963098	-1
ENSMUSG00000019823	Mical1	10	41476314	41487032	1
ENSMUSG00000052142	Rasal3	17	32390659	32403583	-1
ENSMUSG00000000028	Cdc45	16	18780447	18811987	-1
ENSMUSG00000020594	Pum2	12	8674134	8752581	1
ENSMUSG00000101930	Gm5441	12	117234521	117337022	-1
ENSMUSG00000087581	Gm11571	11	100052286	100085983	1
ENSMUSG00000030125	Lrrc23	6	124769863	124779727	-1
ENSMUSG00000078938	Syce3	15	89390174	89410503	-1
ENSMUSG00000087160	Gm16336	7	110904985	110905851	1
ENSMUSG00000105869	Gm9408	3	136331486	136332990	1
ENSMUSG00000101814	Gm17807	12	116597253	116597550	1
ENSMUSG00000101493	2810405F17Rik	4	137387266	137388382	-1
ENSMUSG00000081115	Gm15913	14	13353876	13354007	-1
ENSMUSG00000106363	Gm43402	3	136346204	136346362	1
ENSMUSG00000015597	Zfp318	17	46383731	46420920	1
ENSMUSG00000056553	Ptprn2	12	116485720	117276849	1
ENSMUSG00000070667	Rpl31-ps10	4	137395299	137395676	1
ENSMUSG00000103219	Gm37787	1	171634879	171636022	1
ENSMUSG00000005611	Mrvi1	7	110868266	110982461	-1
ENSMUSG00000037053	Azgp1	5	137981520	137990233	1
ENSMUSG00000104712	Igkv4-75	6	69156118	69156659	-1
ENSMUSG00000078520	Cela3a	4	137401554	137409791	-1
ENSMUSG00000094446	Gm6344	13	55085777	55086259	1
ENSMUSG00000029122	Evc	5	37289098	37336894	-1
ENSMUSG00000100480	Gm29156	1	43745784	43746282	-1
ENSMUSG00000063696	Gm8730	8	102864845	102865798	-1
ENSMUSG00000095416	Ighv1-12	12	114615850	114616318	-1
ENSMUSG00000057230	Aak1	6	86849517	87003223	1
ENSMUSG00000109848	Gm45391	8	103130248	103144946	-1
ENSMUSG00000074358	Ccdc61	7	18890883	18910415	-1
ENSMUSG00000025484	Bet1l	7	140853394	140857577	-1
ENSMUSG00000109701	Gm45390	8	103271391	103340130	1
ENSMUSG00000108636	Gm44650	7	128329808	128330001	1
ENSMUSG00000108608	Gm6916	7	128314784	128340805	1
ENSMUSG00000106311	Gm43755	5	30366046	30366490	1
ENSMUSG00000023186	Vwa5a	9	38718268	38743337	1
ENSMUSG00000029614	Rpl6	5	121204481	121209241	1
ENSMUSG00000083175	Gm12206	11	52188953	52189553	1
ENSMUSG00000073102	Drc1	5	30281388	30366695	1
ENSMUSG00000083072	Gm13668	2	73959669	73960669	-1
ENSMUSG00000063739	Gm4963	5	137993047	137993424	-1
ENSMUSG00000085387	A630050E04Rik	2	74100924	74102342	-1
ENSMUSG00000100543	Gm29127	5	138017419	138017935	1
ENSMUSG00000060170	Olfr1371	11	52213052	52213987	-1
ENSMUSG00000039830	Olig2	16	91225550	91228677	1
ENSMUSG00000099502	Gm28640	2	74130181	74130730	1
ENSMUSG00000031849	Comp	8	70373558	70382066	1
ENSMUSG00000111510	CH25-502A9.1	9	80544763	80601097	-1
ENSMUSG00000102587	Ighv1-13	12	114630680	114631111	-1
ENSMUSG00000006369	Fbln1	15	85205949	85286535	1
ENSMUSG00000084769	Gm12061	11	23894560	23895488	1
ENSMUSG00000110136	RP23-114A6.7	7	140818087	140856331	-1
ENSMUSG00000064308	2410137M14Rik	17	36977701	36981237	-1
ENSMUSG00000079156	Smok3b	5	138021429	138050636	1
ENSMUSG00000045934	Mtmr11	3	96162004	96171718	1
ENSMUSG00000020273	Papolg	11	23862646	23895253	-1
ENSMUSG00000106288	Gm43593	5	107806362	107807707	-1
ENSMUSG00000025481	Urah	7	140835018	140837966	1
ENSMUSG00000083609	Gm16007	5	107844390	107844675	1
ENSMUSG00000011831	Evi5	5	107744795	107875107	-1
ENSMUSG00000029363	Rfc5	5	117378103	117389047	-1
ENSMUSG00000072902	Gm10435	11	59002910	59007293	1
ENSMUSG00000060376	Bckdha	7	25629946	25658981	-1
ENSMUSG00000020739	Nup85	11	115564434	115583985	1
ENSMUSG00000031996	Aplp2	9	31149557	31211815	-1
ENSMUSG00000075599	Smok3a	5	138021261	138034664	1
ENSMUSG00000062116	Zfp954	7	7114690	7121488	-1
ENSMUSG00000031375	Bgn	X	73483602	73495933	1
ENSMUSG00000100001	1810007D17Rik	19	58606329	58629753	1
ENSMUSG00000104922	Igkv13-74-1	6	69177423	69177787	1
ENSMUSG00000110995	RP23-149D5.7	9	14915472	14916021	-1
ENSMUSG00000036833	Pnpla7	2	24976033	25054057	1
ENSMUSG00000034690	Nlrp4c	7	6045161	6105150	1
ENSMUSG00000102958	Gm37016	16	91262498	91263298	1
ENSMUSG00000110766	RP23-431G3.3	9	14949463	14977583	1
ENSMUSG00000110500	RP23-451G9.2	8	66495059	66496946	1
ENSMUSG00000059479	B3gnt8	7	25626654	25635100	1
ENSMUSG00000076543	Igkv4-74	6	69184826	69185397	-1
ENSMUSG00000046160	Olig1	16	91269772	91271933	1
ENSMUSG00000044772	Sntn	14	13670876	13683148	1
ENSMUSG00000101917	Gm29312	Y	77406356	77407051	-1
ENSMUSG00000101088	1810018F18Rik	19	58698917	58715770	1
ENSMUSG00000084964	Gm15503	7	128408968	128412341	-1
ENSMUSG00000110936	RP23-350M23.7	9	7688975	7689836	-1
ENSMUSG00000103643	Gm37770	3	32260333	32261104	1
ENSMUSG00000086381	AV064505	9	7669429	7695631	-1
ENSMUSG00000030844	Rgs10	7	128373621	128418758	-1
ENSMUSG00000105989	Igkv13-73-1	6	69190083	69190282	1
ENSMUSG00000109828	Gm45662	8	91258438	91260535	-1
ENSMUSG00000101236	Gm6750	12	116507616	116507883	-1
ENSMUSG00000091264	Smim13	13	41249860	41276574	1
ENSMUSG00000018623	Mmp7	9	7692090	7699585	1
ENSMUSG00000025486	Sirt3	7	140863666	140882309	-1
ENSMUSG00000110089	Gm45661	8	91210570	91224667	1
ENSMUSG00000099907	Gm10421	12	117144530	117151651	-1
ENSMUSG00000084930	Gm11706	11	106814670	106816008	-1
ENSMUSG00000034911	Ushbp1	8	71384272	71395802	-1
ENSMUSG00000033282	Rpgrip1l	8	91217030	91313262	-1
ENSMUSG00000018372	Cep95	11	106789252	106819930	1
ENSMUSG00000103533	Gm18493	3	20804475	20806086	1
ENSMUSG00000100470	Gm29479	7	47390616	47391070	-1
ENSMUSG00000102807	Gm37480	3	20819621	20823689	1
ENSMUSG00000029364	Wsb2	5	117357304	117378601	1
ENSMUSG00000097204	Gm17690	3	96167464	96172416	-1
ENSMUSG00000089968	Nckap5los	15	99427701	99435313	1
ENSMUSG00000018620	Mmp20	9	7628231	7674979	1
ENSMUSG00000026028	Trak2	1	58900449	58973430	-1
ENSMUSG00000068856	Sf3b4	3	96172332	96177564	1
ENSMUSG00000021712	Trim23	13	104178797	104203372	1
ENSMUSG00000039617	Gm7488	3	21049565	21050248	1
ENSMUSG00000023009	Nckap5l	15	99422035	99457748	-1
ENSMUSG00000030098	Grip2	6	91761509	91827250	-1
ENSMUSG00000106051	Gm43160	3	21113583	21114003	-1
ENSMUSG00000080006	Rps19-ps7	2	140073032	140073469	-1
ENSMUSG00000057181	5730455P16Rik	11	80360492	80378034	-1
ENSMUSG00000081687	Gm13996	2	103547259	103547688	1
ENSMUSG00000083110	Gm14073	2	140110022	140110402	-1
ENSMUSG00000099474	1700097N02Rik	17	30622441	30626905	-1
ENSMUSG00000108356	9130221F21Rik	6	72013896	72042528	-1
ENSMUSG00000075598	Smok3c	5	138053194	138066537	1
ENSMUSG00000106050	Ass-ps1	7	15906688	15907647	1
ENSMUSG00000085865	Gm15966	16	91320452	91328995	-1
ENSMUSG00000071652	Ints5	19	8888926	8897890	1
ENSMUSG00000108107	Gm5312	6	83841682	83842228	1
ENSMUSG00000035407	Kank4	4	98754898	98817537	-1
ENSMUSG00000105996	Gm43219	5	5696858	5698794	1
ENSMUSG00000097171	Gm17644	1	12667563	12673090	1
ENSMUSG00000029121	Crmp1	5	37241940	37292133	1
ENSMUSG00000104086	1700039M15Rik	9	107241220	107243997	1
ENSMUSG00000108344	Gm8952	6	72073052	72074153	-1
ENSMUSG00000101314	Gm29663	1	12670324	12671176	-1
